Código Mantenedora;Razão Social;CNPJ;Natureza Jurídica;Código IES;Instituição(IES);Sigla;Endereço;Município;UF;Organização Acadêmica;Tipo de Credenciamento;Categoria;Categoria Administrativa;CI;Ano CI;CI-EaD;Ano CI-EaD;IGC;Ano IGC;Situação
16396;IADEB - MODULO DE EDUCACAO AVANCADA LTDA - ME;10.683.786/0001-42;Privada com fins lucrativos;2688;FACULDADE INESP - INSTITUTO NACIONAL DE ENSINO E PESQUISA (INESP);INESP;Rua Santa Rosa - 168 - s/c - CEP: 12300-000 - Centro;Jacareí;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;3;2016;Ativa
16393;INNOVARE COOPERATIVA EDUCACIONAL;08.071.831/0001-66;Privada com fins lucrativos;4629;Faculdade Innovare (FACINN);FACINN;Rua João Martins - 448 - s/c - CEP: 08070-330 - Parque Cruzeiro do Sul;São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2013;-;;3;2014;Ativa
16006;LL INSTITUTO DE POS-GRADUACAO E ENSINO TECNICO LTDA - ME;08.512.202/0001-24;Privada com fins lucrativos;18370;FACULDADE INOVA (INOVA);INOVA;Rua Dr. Bernardo Ribeiro Vianna - 664 - Predio - CEP: 85555-000 - Centro;Palmas;PR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2016;-;;-;;Ativa
16348;IPPG - INSTITUTO PAULISTA DE POS-GRADUACAO LTDA - ME;07.083.689/0001-04;Privada com fins lucrativos;20096;Faculdade INPG de Blumenau (FACINPG);FACINPG;Rua Dois de Setembro - 3323 - - de 3801 a 4417 - lado ímpar - CEP: 89053-200 - Itoupava Norte;Blumenau;SC;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;-;;Ativa
2509;INSTITUTO PARA O DESENVOLVIMENTO DA EDUCACAO E DA CIDADANIA;02.684.150/0001-97;Privada sem fins lucrativos;3986;FACULDADE INSTITUTO SUPERIOR DE EDUCAÇÃO DO PARANÁ - FAINSEP (FAINSEP);FAINSEP;Rua dos Gerânios - 1893 - s/c - CEP: 87060-010 - Borba Gato;Maringá;PR;Faculdade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;3;2010;-;;3;2016;Ativa
16245;INTEGRACAO CONSULTORES ASSOCIADOS LTDA;03.493.782/0001-36;Privada com fins lucrativos;20098;Faculdade Integração (FI);FI;Rua Manuel Guedes - 504 - s/c - CEP: 04536-07 - Jardim Europa;São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2016;-;;-;;Ativa
1578;FACULDADES INTEGRADAS BRASIL AMAZONIA S/S LTDA;04.236.516/0001-90;Privada com fins lucrativos;2426;FACULDADE INTEGRADA BRASIL AMAZONIA - FIBRA (FIBRA);FIBRA;Avenida Generalíssimo Deodoro - 1532 - Avenida Gentil Bittencourt - CEP: 66035-090 - Nazaré;Belém;PA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2010;-;;3;2016;Ativa
14228;FACULDADES INTEGRADAS CARAJAS S/C LTDA - EPP;11.306.033/0001-80;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;14901;FACULDADE INTEGRADA CARAJÁS (FIC);FIC;Avenida Brasil - 2299 - s/c - CEP: 68550-235 - Alto Paraná;Redenção;PA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2010;-;;3;2016;Ativa
16751;F. P. DO NASCIMENTO - ME;06.914.593/0001-88;Privada com fins lucrativos;21877;FACULDADE INTEGRADA DA AMAZÔNIA (FINAMA);FINAMA;Avenida Conselheiro Furtado - 2499 - - de 2398/2399 a 3319/3320 - CEP: 66063-060 - Cremação;Belém;PA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;-;;Ativa
1085;CEUDESP - CENTRO DE EDUCACAO UNIVERSITARIO E DESENVOLVIMENTO PROFISSIONAL LTDA;02.843.943/0001-01;Privada com fins lucrativos;1658;FACULDADE INTEGRADA DA GRANDE FORTALEZA (FGF);FGF;Av. Porto Velho - 401 - s/c - CEP: 60510-040 - João XXIII;Fortaleza;CE;Faculdade;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;4;2018;4;2014;3;2016;Ativa
1033;DIRETIVA ADMINISTRADORA DE PARTICIPACOES LTDA;00.120.750/0001-05;Privada com fins lucrativos;4922;FACULDADE INTEGRADA DAS CATARATAS;-;Rua David Muffatto - 367 - s/c - CEP: 85864-390 - Jardim Comercial das Bandeiras;Foz do Iguaçu;PR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;5;2013;-;;3;2016;Ativa
3168;FUNDACAO EDUCACIONAL DO BICO DO PAPAGAIO;07.060.449/0001-94;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;17322;Faculdade Integrada de Araguatins (FAIARA);FAIARA;Rua B, QD 01, Lt. 16 - S/N - s/c - CEP: 77950-000 - Nova Araguatins;Araguatins;TO;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2017;-;;1;2016;Ativa
560;CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA;79.265.617/0001-99;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;18152;FACULDADE INTEGRADA DE ARAPONGAS (INTEGRADA);INTEGRADA;Rua Falcão - 768 - - até 798/799 - CEP: 86700-005 - Centro;Arapongas;PR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2014;-;;-;;Ativa
16172;EMPRESA EDUCACIONAL DE CARIACICA DE ENSINO, PESQUISA E EXTESAO LTDA;19.679.168/0001-01;Privada com fins lucrativos;19050;FACULDADE INTEGRADA DE CARIACICA (MULTIVIX CARIAC);MULTIVIX CARIAC;Avenida Antônio Peixoto - s/nº - andar 06, sala 01 - CEP: 29146-785 - Vera Cruz;Cariacica;ES;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2015;-;;-;;Ativa
15967;CENTRO TECNOLOGICO DE DESENVOLVIMENTO LTDA - ME;06.294.555/0001-70;Privada com fins lucrativos;18267;FACULDADE INTEGRADA DE GESTÃO E MEIO AMBIENTE (FACIGMA);FACIGMA;Rua do Hospício - 362 - - de 250/251 ao fim - CEP: 50050-05 - Boa Vista;Recife;PE;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2014;-;;-;;Ativa
16347;INSTITUTO EDUCACIONAL VANGUARD LTDA - ME;20.969.653/0001-90;Privada com fins lucrativos;1890;FACULDADE INTEGRADA DE GOIÁS (FIG);FIG;Rua 215 - 293 - Lotes 02, 03 e 04 - CEP: 74645-140 - Setor Leste Vila Nova;Goiânia;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2011;-;;3;2011;Ativa
560;CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA;79.265.617/0001-99;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;18154;FACULDADE INTEGRADA DE GUARAPUAVA (INTEGRADA);INTEGRADA;Rua Quinze de Novembro - 6198 - - de 5490/5491 a 6799/6800 - CEP: 85065-000 - Alto da XV;Guarapuava;PR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2014;-;;-;;Ativa
560;CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA;79.265.617/0001-99;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;18290;FACULDADE INTEGRADA DE LONDRINA (INTEGRADA);INTEGRADA;Avenida Celso Garcia Cid - 1523 - - de 957/958 ao fim - CEP: 86039-000 - Vila Siam;Londrina;PR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2014;-;;-;;Ativa
560;CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA;79.265.617/0001-99;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;18289;FACULDADE INTEGRADA DE MARINGÁ (INTEGRADA);INTEGRADA;Avenida Guedner - 1610 - - até 1935/1936 - CEP: 87050-390 - Zona 08;Maringá;PR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2014;-;;-;;Ativa
560;CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA;79.265.617/0001-99;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;18147;FACULDADE INTEGRADA DE PONTA GROSSA (INTEGRADA);INTEGRADA;Avenida Doutor Vicente Machado - 585 - s/c - CEP: 84010-000 - Centro;Ponta Grossa;PR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2015;-;;-;;Ativa
1721;FISMA - FACULDADE INTEGRADA DE SANTA MARIA LTDA.;01.763.991/0001-27;Privada com fins lucrativos;2647;FACULDADE INTEGRADA DE SANTA MARIA (FISMA);FISMA;Rua José do Patrocínio - 26 - s/c - CEP: 97010-260 - Centro;Santa Maria;RS;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2015;-;;3;2016;Ativa
16177;EMPRESA EDUCACIONAL DE VILA VELHA DE ENSINO, PESQUISA E EXTENSAO LTDA;19.679.013/0001-67;Privada com fins lucrativos;19049;FACULDADE INTEGRADA DE VILA VELHA (MULTIVIX VILA V);MULTIVIX VILA V;Rua Cabo Aylson Simões - 1170 - andar 03, sala 01 - CEP: 29100-320 - Centro;Vila Velha;ES;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2015;-;;-;;Ativa
1541;ASSOCIACAO EDUCACIONAL CRISTA DO BRASIL;04.134.072/0001-82;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;2384;FACULDADE INTEGRADA DO BRASIL (FAIBRA);FAIBRA;Rua São Pedro - 880 - s/c - CEP: 64001-260 - Centro;Teresina;PI;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2013;-;;3;2016;Ativa
2274;INSTITUICAO BAIANA DE ENSINO SUPERIOR LTDA;05.817.107/0001-40;Privada com fins lucrativos;1858;FACULDADE INTEGRADA EUCLIDES FERNANDES (FAJ);FAJ;Rua Padre Altino Freire - 63 - s/c - CEP: 45203-030 - Centro;Jequié;BA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;2;2012;-;;3;2016;Ativa
14876;ASSOCIACAO JOAO MEINBERG DE ENSINO DE SAO PAULO;00.821.834/0001-68;Privada sem fins lucrativos;1190;FACULDADE INTEGRAL CANTAREIRA (F.I.C.);F.I.C.;Rua Marcos Arruda - 729 - s/c - CEP: 03020-000 - Belenzinho;São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2010;-;;4;2016;Ativa
16214;SOCIEDADE DE EDUCACAO E TECNOLOGIA VIEIRA DE JABOATAO LTDA;19.773.583/0001-11;Privada com fins lucrativos;19716;Faculdade Integral de Jaboatão dos Guararapes (FIJ);FIJ;Rua Marechal Hermes da Fonseca - 20 - s/c - CEP: 54400-333 - Piedade;Jaboatão dos Guararapes;PE;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2016;-;;-;;Ativa
1148;INTEGRAL - GRUPO DE ENSINO SUPERIOR DO PIAUI S/C LTDA;00.854.664/0001-18;Privada com fins lucrativos;1734;Faculdade Integral Diferencial Wyden (FACID WYDEN);FACID WYDEN;Rua Veterinário Bugyja Brito - 1354 - s/c - CEP: 64051-210 - Horto Florestal;Teresina;PI;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2009;-;;4;2016;Ativa
554;IBREPE - INSTITUTO BRASILEIRO DE ESTUDOS E PESQUISAS EDUCACIONAIS;53.709.440/0001-89;Privada sem fins lucrativos;803;FACULDADE INTERAÇÃO AMERICANA (FIA);FIA;Rua Odeon - 150 - s/c - CEP: 09720-290 - Vila Alcântara;São Bernardo do Campo;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2016;-;;3;2016;Ativa
1144;UNIRON - UNIAO DAS ESCOLAS SUPERIORES DE RONDONIA LTDA.;03.327.149/0001-78;Privada com fins lucrativos;1728;FACULDADE INTERAMERICANA DE PORTO VELHO (UNIRON);UNIRON;Avenida Mamoré - 1.520 - s/c - CEP: 78919-541 - Cascalheira;Porto Velho;RO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2012;-;;3;2016;Ativa
545;IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.;02.608.755/0001-07;Privada com fins lucrativos;924;FACULDADE INTERLAGOS DE EDUCAÇÃO E CULTURA (FINTEC);FINTEC;Avenida Jangadeiro - 111 e 445 - s/c - CEP: 04815-020 - Interlagos;São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2008;-;;SC;2012;Ativa
1035;FUNDACAO DE APOIO AO DESENVOLVIMENTO EDUCACIONAL DO NOROESTE DO PARANA;03.591.907/0001-60;Privada sem fins lucrativos;1577;FACULDADE INTERMUNICIPAL DO NOROESTE DO PARANÁ (FACINOR);FACINOR;Rua Mato Grosso - 240 - Térreo - CEP: 87900-000 - Alto da Glória;Loanda;PR;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2016;-;;3;2016;Ativa
16551;FUNDACAO CIDADE VIVA;09.491.298/0001-54;Privada sem fins lucrativos;21224;FACULDADE INTERNACIONAL CIDADE VIVA;-;Rua Luzia Simões Bertolini - 1º andar - 50 - s/c - CEP: 58036-630 - Aeroclube;João Pessoa;PB;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2017;-;;-;;Ativa
2003;ASPEC SOCIEDADE PARAIBANA DE EDUCACAO E CULTURA LTDA;05.247.100/0001-30;Privada com fins lucrativos;3099;FACULDADE INTERNACIONAL DA PARAÍBA (FPB);FPB;Avenida Monsenhor Walfredo Leal - 512 - s/c - CEP: 58020-540 - Tambiá;João Pessoa;PB;Faculdade;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;4;2017;4;2014;3;2016;Ativa
1093;INSTITUTO BRASILEIRO PARA O DESENVOLV.SUSTENTAVEL LTDA;26.387.167/0001-40;Privada com fins lucrativos;1667;FACULDADE INTERNACIONAL DE CIÊNCIAS EMPRESARIAIS (FICE);FICE;Rua Sergipe - 1000 - s/c - CEP: 30130-171 - Funcionários;Belo Horizonte;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2011;-;;2;2011;Ativa
1174;ADTALEM EDUCACIONAL DO BRASIL S/A;03.681.572/0001-71;Privada com fins lucrativos;16894;Faculdade Internacional de São Luís (ISL);ISL;Avenida dos Holandeses - 10 - Letra: A - CEP: 65071-380 - Calhau;São Luís;MA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2012;-;;-;;Ativa
3155;ASSOCIACAO DOS EDUCADORES DO DELTA DO PARNAIBA - ADP;07.996.466/0001-38;Privada sem fins lucrativos;4945;FACULDADE INTERNACIONAL DO DELTA (INTA);INTA;Rua Bel. Benjamin Constant - 540 - s/c - CEP: 64200-370 - Centro;Parnaíba;PI;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2015;-;;3;2016;Ativa
3266;INSTITUTO DE GESTAO EDUCACIONAL SIGNORELLI LTDA.;07.436.988/0001-85;Privada com fins lucrativos;5105;FACULDADE INTERNACIONAL SIGNORELLI;-;Rua Araguaia - 03 - s/c - CEP: 22745-270 - Freguesia de Jacarepaguá;Rio de Janeiro;RJ;Faculdade;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;4;2013;4;2017;3;2016;Ativa
1181;INSTITUTO TECNOLOGICO DO SUDOESTE PAULISTA SYLVESTRE FERRAZ EGREJA;03.370.504/0001-91;Privada sem fins lucrativos;1781;FACULDADE INTESP (INTESP);INTESP;Rua Deoclides da Silva Guidio - 469 - s/c - CEP: 18950-000 - Centro;Ipaussu;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2017;-;;2;2016;Ativa
16364;INSTITUTO INVEST DE EDUCACAO CONSULTORIA E ASSESSORIA LTDA - ME;15.381.314/0001-59;Privada com fins lucrativos;3303;Faculdade Invest de Ciências e Tecnologia (INVEST);INVEST;Avenida Europa - 63 - s/c - CEP: 78065-130 - Jardim Tropical;Cuiabá;MT;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2011;-;;3;2016;Ativa
16263;INSTITUTO DE PESQUISA E ENSINO MEDICO DO ESTADO DE MINAS GERAIS LTDA - EPP;07.890.065/0001-07;Privada com fins lucrativos;3839;Faculdade IPEMED de Ciências Médicas (IPEMED);IPEMED;Avenida do Contorno - 2073 e 2075 - s/c - CEP: 30110-009 - Santa Tereza;Belo Horizonte;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2016;-;;2;2016;Ativa
15012;FACULDADE IRECE;10.854.658/0001-14;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;15504;FACULDADE IRECÊ (FAI);FAI;RUA RIO IGUAÇÚ - 397 - s/c - CEP: 44900-000 - RECANTO DAS ÁRVORES;Irecê;BA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;-;;Ativa
15741;INSTITUTO SUPERIOR DE ADMINISTR E ECONOMIA DO MERCOSUL;00.929.003/0001-04;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;17590;Faculdade ISAE BRASIL (ISAE);ISAE;Avenida Visconde de Guarapuava - 2.943 - s/c - CEP: 80010-100 - Centro;Curitiba;PR;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2013;-;;-;;Ativa
12776;SISTEMA DE ENSINO SUPERIOR CIDADE DE BELO HORIZONTE LTDA - ME;10.513.491/0001-28;Privada com fins lucrativos;13828;FACULDADE ISEIB DE BELO HORIZONTE (FIBH);FIBH;Avenida Afonso Pena - 266 - s/c - CEP: 30130-001 - Centro;Belo Horizonte;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2016;-;;3;2016;Ativa
12618;SISTEMA DE ENSINO SUPERIOR CIDADE DE BETIM LTDA - ME;10.286.758/0001-91;Privada com fins lucrativos;13663;FACULDADE ISEIB DE BETIM (FISBE);FISBE;Avenida Edmeia Matos Lazzarotti - 3519 - s/c - CEP: 32632-090 - Inga;Betim;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2015;-;;3;2016;Ativa
16475;ISMD - INSTITUTO SUPERIOR DE MEDICINA E DERMATOLOGIA LTDA.;08.311.207/0001-99;Privada com fins lucrativos;21200;Faculdade ISMD (ISMD);ISMD;Avenida Coronel José Dias Bicalho - 520 - s/c - CEP: 31275-050 - São José;Belo Horizonte;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;-;;Ativa
542;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;60.765.823/0001-30;Privada sem fins lucrativos;790;Faculdade Israelita de Ciências da Saúde Albert Einstein (FICSAE);FICSAE;Avenida Professor Francisco Morato - 4293 - s/c - CEP: 05521-200 - Butantã;São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;5;2017;-;;4;2016;Ativa
1011;FUNDACAO ITALO-BRASILEIRA;02.661.831/0001-30;Pessoa Jurídica de Direito Público - Municipal;1539;FACULDADE ÍTALO BRASILEIRA (FIB);FIB;BR. 262, Km 6 - S/N - Ed. Honório Reggiani, Loja B, Sala 301 - CEP: 29140-504 - CAMPO GRANDE;Cariacica;ES;Faculdade;Presencial - Superior;Pública;Pública Municipal;-;;-;;3;2008;Ativa
1115;UNIDADE DE ENSINO SUPERIOR DE ITANHAEM LTDA;02.595.335/0001-25;Privada com fins lucrativos;1693;FACULDADE ITANHAÉM (FAITA);FAITA;Avenida Embaixador Pedro de Toledo - 196 - s/c - CEP: 11740-000 - Centro;Itanhaém;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2018;-;;2;2016;Ativa
12807;FACULDADE ITAPURANGA LTDA - ME;10.439.695/0001-66;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;13889;FACULDADE ITAPURANGA;-;Rua 47-A Q. E - - s/c - CEP: 76680-000 - centro;Itapuranga;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;3;2016;Ativa
15224;UNIDADE DE ENSINO SUPERIOR E TECNICO ITAQUA LTDA;12.647.598/0001-94;Privada com fins lucrativos;15873;Faculdade Itaquá (UNEITAQUÁ);UNEITAQUÁ;Italo Adami - 1450 - s/c - CEP: 08573-000 - Vila Seferina;Itaquaquecetuba;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2018;-;;-;;Ativa
15995;INSTITUTO DE EDUCACAO PROFISSIONAL E SUPERIOR DO SERTAO CENTRAL - IDESSC;13.965.452/0001-50;Privada sem fins lucrativos;18799;Faculdade Itataia (FACIT);FACIT;Rua Professor Otávio Terceiro de Farias - 147 - s/c - CEP: 62280-000 - Afonso Walter;Santa Quitéria;CE;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2016;-;;-;;Ativa
700;INSTITUICAO TOLEDO DE ENSINO;45.024.551/0001-23;Privada sem fins lucrativos;2328;FACULDADE ITEANA DE BOTUCATU (FITB);FITB;Avenida Alcides Cagliari - 2.601 - s/c - CEP: 18606-855 - Jardim Evelyn;Botucatu;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2011;-;;3;2016;Ativa
700;INSTITUICAO TOLEDO DE ENSINO;45.024.551/0001-23;Privada sem fins lucrativos;2344;FACULDADE ITEANA DE IBITINGA (FITI);FITI;Via Prefeito Alberto Alves Casemiro - 1.747 - Quadra 170, Lote 01 - CEP: 14940-000 - Centro;Ibitinga;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;-;;-;;SC;2011;Ativa
3172;INSTITUTO TOCANTINENSE DE EDUCACAO SUPERIOR E PESQUISA LTDA - ME;07.919.717/0001-80;Privada com fins lucrativos;4969;FACULDADE ITOP (ITOP);ITOP;Quadra ACSUSE 40, Conjunto 02, Lote 16 - S/N - Av. NS - 02 - CEP: 77021-634 - Centro;Palmas;TO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2013;-;;4;2016;Ativa
3574;ITPAC-INSTITUTO TOCANTINENSE PRESIDENTE ANTONIO CARLOS LTDA;02.941.990/0003-50;Privada com fins lucrativos;17109;FACULDADE ITPAC GARANHUNS (ITPAC-GARANHUNS);ITPAC-GARANHUNS;Rodovia BR-423 - s/n - - do km 91,001 ao km 95,001 - lado ímpar - CEP: 55297-130 - Heliópolis;Garanhuns;PE;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2010;-;;-;;Ativa
982;INSTITUTO EDUCACIONAL JAGUARY LTDA;03.211.847/0001-03;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;20406;Faculdade Jaguar Indaiá (FJI);FJI;Avenida Nove de Dezembro - 460 - s/c - CEP: 13343-060 - Jardim Pedroso;Indaiatuba;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2016;-;;-;;Ativa
2224;INSTITUTO EDUCACIONAL SANTA CATARINA LTDA - EPP;05.682.453/0001-69;Privada com fins lucrativos;3518;FACULDADE JANGADA (FJ);FJ;Rua Presidente Epitácio Pessoa - 676 - s/c - CEP: 89251-100 - Centro;Jaraguá do Sul;SC;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;3;2016;Ativa
14790;CESUL-CENTRO DE EDUCACAO SUPERIOR LTDA - EPP;11.814.649/0001-62;Privada com fins lucrativos;15133;FACULDADE JARDINS (FAJAR);FAJAR;Avenida Ministro Geraldo Barreto Sobral - 1496 - s/c - CEP: 49025-080 - Jardins;Aracaju;SE;Faculdade;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;3;2011;-;;-;;Ativa
2589;SOCIEDADE MANTENEDORA DAS FACULDADES DE JATAI LTDA - ME;06.311.316/0001-80;Privada com fins lucrativos;4123;FACULDADE JATAIENSE (FAJA);FAJA;Avenida Perimetral - 1075 - s/c - CEP: 75800-001 - Centro;Jataí;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2016;-;;2;2016;Ativa
589;ASSOCIACAO JESUITA DE EDUCACAO E ASSISTENCIA SOCIAL;17.211.202/0001-85;Privada sem fins lucrativos;849;FACULDADE JESUÍTA DE FILOSOFIA E TEOLOGIA (FAJE);FAJE;Avenida Dr. Cristiano Guimarães - 2.127 - s/c - CEP: 31720-300 - Planalto;Belo Horizonte;MG;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2010;-;;5;2016;Ativa
16052;MUNDIAL EDUCACIONAL LTDA;18.458.741/0001-86;Privada com fins lucrativos;18703;Faculdade JK Brasília Asa Sul II (JK);JK;Quadra SGAS 909 - 909 - Parte A, conjunto A - CEP: 70390-090 - Asa Sul;Brasília;DF;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2015;-;;-;;Ativa
15890;JK EDUCACIONAL LTDA;17.347.405/0001-01;Privada com fins lucrativos;4042;Faculdade JK Brasília - Recanto das Emas (JK BSB RE);JK BSB RE;SEPS 707/907, Conj. - S/N - s/c - CEP: 70390-078 - Asa Sul;Brasília;DF;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2015;-;;3;2016;Ativa
15890;JK EDUCACIONAL LTDA;17.347.405/0001-01;Privada com fins lucrativos;4199;Faculdade JK Brasília - Recanto das Emas II;-;Quadra SEPS 707/907 - S/N - Lote - CEP: 70390-078 - Asa Sul;Brasília;DF;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2015;-;;2;2010;Ativa
2508;CENACAP CENTRO NACIONAL DE CAPACITACAO PROFISSIONAL LTDA - EPP;02.880.389/0001-32;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;3980;FACULDADE JK BRASÍLIA -SAMAMBAIA;-;SHCGN - CR Quadra 714/15 Norte, Bloco B, Lote 10 - s/n - s/c - CEP: 70760-795 - Plano Piloto;Brasília;DF;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2013;-;;2;2016;Ativa
13385;AESJK - ASSOCIACAO DE ENSINO SUPERIOR JUSCELINO KUBITSCHEK;08.611.500/0001-71;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;4173;FACULDADE JK DE TECNOLOGIA (FACJK);FACJK;Shin Ca2 - 21 - Lote 21 - CEP: 71503-502 - Lago Norte;Brasília;DF;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2015;-;;2;2016;Ativa
